,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
1546,Jane Smith,Male,54,Yes,Yes,No,No,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,No,0,Yes,No,Adicted
1547,John Doe,Male,63,No,Yes,No,Yes,Yes,Yes,No,Sometimes,No,No,Yes,No,Yes,Yes,Yes,0,Yes,Yes, NOT Adicted
1548,James Lee,Male,51,No,Yes,No,Yes,No,Yes,No,Rarely,No,Yes,No,No,Yes,No,No,0,No,Yes,Adicted
1549,Maria Garcia,Male,29,Yes,Yes,Yes,Yes,Yes,No,Yes,Often,No,No,Yes,No,No,No,No,4,Yes,Yes, NOT Adicted
1550,Jane Smith,Male,26,No,Yes,No,No,No,No,No,Rarely,No,Yes,Yes,No,No,No,Yes,2,No,Yes,Maybe addicted
1551,Maria Garcia,Female,49,No,Yes,No,No,Yes,Yes,Yes,Rarely,Yes,No,Yes,Yes,No,Yes,Yes,0,No,Yes,Maybe addicted
1552,Maria Garcia,Male,53,No,No,Yes,No,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,No,Yes,Yes,2,No,Yes,Maybe addicted
1553,Maria Garcia,Female,39,No,No,No,No,No,No,Yes,Never,Yes,No,Yes,Yes,No,Yes,Yes,3,Yes,No, NOT Adicted
1554,Jane Smith,Male,47,No,Yes,No,Yes,Yes,Yes,No,Never,Yes,No,Yes,No,Yes,Yes,No,4,Yes,Yes,Adicted
1555,Jane Smith,Female,26,No,Yes,No,No,No,No,No,Often,Yes,No,Yes,No,Yes,Yes,Yes,0,No,No, NOT Adicted
1556,Alex Johnson,Male,56,Yes,No,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,Yes, NOT Adicted
1557,Jane Smith,Female,37,Yes,Yes,Yes,Yes,No,No,Yes,Rarely,Yes,Yes,No,Yes,No,Yes,Yes,1,Yes,Yes, NOT Adicted
1558,Alex Johnson,Male,25,Yes,No,Yes,No,Yes,Yes,Yes,Never,Yes,Yes,No,Yes,Yes,Yes,No,5,No,No,Maybe addicted
1559,James Lee,Female,33,No,Yes,Yes,No,Yes,No,Yes,Rarely,Yes,No,No,Yes,Yes,No,Yes,0,No,No, NOT Adicted
1560,Maria Garcia,Female,42,Yes,Yes,No,Yes,Yes,Yes,No,Rarely,Yes,No,Yes,No,No,No,No,5,Yes,No, NOT Adicted
1561,Jane Smith,Male,31,Yes,Yes,No,No,Yes,Yes,No,Often,No,No,Yes,No,Yes,No,No,2,No,No,Maybe addicted
1562,Jane Smith,Male,38,Yes,Yes,Yes,Yes,No,Yes,No,Never,No,Yes,Yes,Yes,No,No,Yes,2,Yes,No,Maybe addicted
1563,James Lee,Female,57,Yes,Yes,Yes,No,No,Yes,No,Never,No,No,Yes,No,Yes,Yes,No,5,Yes,Yes,Adicted
1564,James Lee,Male,19,No,Yes,Yes,Yes,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,Yes,2,No,Yes,Adicted
1565,John Doe,Male,57,No,Yes,No,Yes,Yes,Yes,Yes,Rarely,Yes,No,No,Yes,No,Yes,Yes,3,Yes,No, NOT Adicted
1566,Jane Smith,Male,22,Yes,Yes,No,No,Yes,Yes,Yes,Rarely,Yes,No,Yes,Yes,Yes,Yes,Yes,4,Yes,No,Adicted
1567,Maria Garcia,Male,51,Yes,No,Yes,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Yes,No,No,0,Yes,Yes,Maybe addicted
1568,Emily Martinez,Male,39,Yes,No,No,Yes,Yes,No,No,Often,No,Yes,Yes,No,Yes,Yes,Yes,4,No,Yes,Maybe addicted
1569,Maria Garcia,Female,41,Yes,Yes,Yes,No,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,No,2,Yes,Yes,Maybe addicted
1570,James Lee,Female,62,Yes,Yes,No,No,Yes,No,No,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,Yes,Yes,Adicted
1571,James Lee,Male,61,Yes,Yes,Yes,Yes,Yes,No,Yes,Never,No,Yes,Yes,Yes,No,Yes,Yes,3,Yes,No,Adicted
1572,Jane Smith,Male,37,No,Yes,Yes,Yes,Yes,No,No,Sometimes,No,No,No,No,Yes,No,No,2,No,Yes, NOT Adicted
1573,Jane Smith,Male,37,Yes,Yes,No,Yes,Yes,Yes,No,Rarely,Yes,Yes,No,No,Yes,No,No,3,Yes,No,Maybe addicted
1574,Alex Johnson,Male,44,Yes,Yes,No,Yes,No,No,No,Rarely,Yes,Yes,Yes,Yes,No,No,No,4,No,Yes, NOT Adicted
1575,John Doe,Female,58,Yes,No,No,Yes,No,No,No,Never,Yes,Yes,Yes,No,Yes,No,Yes,1,Yes,Yes, NOT Adicted
1576,Alex Johnson,Male,45,Yes,Yes,No,Yes,Yes,No,Yes,Often,Yes,No,No,No,Yes,Yes,No,2,No,No,Maybe addicted
1577,Maria Garcia,Female,32,Yes,Yes,Yes,Yes,No,Yes,No,Sometimes,Yes,Yes,No,Yes,Yes,No,Yes,0,No,No,Adicted
1578,Maria Garcia,Female,48,Yes,No,No,Yes,No,No,No,Never,Yes,Yes,No,No,No,Yes,No,3,No,Yes, NOT Adicted
1579,Alex Johnson,Male,26,Yes,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,5,Yes,Yes,Maybe addicted
1580,Emily Martinez,Female,27,Yes,Yes,No,Yes,No,Yes,Yes,Often,Yes,No,Yes,Yes,No,Yes,No,1,Yes,Yes, NOT Adicted
1581,Emily Martinez,Male,22,No,No,Yes,No,No,No,Yes,Never,No,No,No,Yes,No,Yes,No,0,Yes,No,Maybe addicted
1582,Alex Johnson,Male,60,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Yes,Yes,No,Yes,No,Yes,No,5,Yes,Yes,Adicted
1583,Alex Johnson,Male,24,Yes,No,No,No,Yes,No,No,Sometimes,Yes,No,No,Yes,Yes,No,No,2,Yes,No, NOT Adicted
1584,Jane Smith,Female,51,Yes,Yes,Yes,No,Yes,Yes,No,Never,No,Yes,Yes,Yes,Yes,No,Yes,1,No,No, NOT Adicted
1585,Jane Smith,Male,63,Yes,No,No,No,No,Yes,Yes,Often,No,No,No,No,Yes,Yes,No,5,Yes,Yes, NOT Adicted
1586,John Doe,Female,24,Yes,No,No,No,Yes,Yes,Yes,Never,Yes,No,Yes,No,No,No,No,0,No,No,Adicted
1587,John Doe,Male,39,Yes,Yes,No,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,Adicted
1588,Jane Smith,Male,64,No,Yes,No,No,No,No,No,Often,No,Yes,Yes,Yes,No,No,Yes,5,Yes,Yes,Maybe addicted
1589,Emily Martinez,Male,38,Yes,No,No,Yes,Yes,No,No,Never,Yes,Yes,Yes,No,Yes,Yes,No,3,Yes,No, NOT Adicted
1590,Emily Martinez,Female,53,No,Yes,Yes,No,Yes,Yes,No,Often,No,No,Yes,No,No,Yes,Yes,5,No,Yes,Adicted
1591,Emily Martinez,Male,54,Yes,Yes,Yes,No,No,No,No,Rarely,No,No,Yes,Yes,Yes,No,No,2,No,Yes,Adicted
1592,John Doe,Male,38,Yes,No,Yes,No,Yes,Yes,Yes,Rarely,No,Yes,No,No,No,No,Yes,5,No,No,Maybe addicted
1593,Jane Smith,Female,35,No,Yes,Yes,No,Yes,No,No,Rarely,No,No,No,Yes,No,No,Yes,0,No,Yes,Adicted
1594,Alex Johnson,Male,19,No,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,No,No,No,Yes,No,No,3,No,Yes,Adicted
1595,James Lee,Female,37,Yes,No,Yes,Yes,Yes,No,No,Never,Yes,No,Yes,Yes,Yes,Yes,Yes,3,No,Yes,Adicted
1596,John Doe,Female,60,No,Yes,No,No,No,Yes,No,Never,Yes,No,Yes,Yes,No,Yes,Yes,4,Yes,Yes, NOT Adicted
1597,Emily Martinez,Male,55,No,No,Yes,Yes,Yes,Yes,No,Rarely,No,No,Yes,No,Yes,No,Yes,1,No,Yes,Adicted
1598,John Doe,Male,41,No,Yes,Yes,No,Yes,Yes,Yes,Often,No,Yes,Yes,No,Yes,No,Yes,0,No,No, NOT Adicted
1599,Emily Martinez,Male,31,Yes,No,No,No,No,Yes,No,Sometimes,Yes,Yes,No,Yes,Yes,No,Yes,5,Yes,Yes,Adicted
1600,Emily Martinez,Female,30,Yes,No,Yes,No,Yes,Yes,No,Often,Yes,Yes,Yes,Yes,No,Yes,Yes,4,Yes,No,Maybe addicted
1601,John Doe,Male,31,Yes,No,No,No,Yes,No,No,Rarely,Yes,Yes,Yes,No,No,No,Yes,1,Yes,No, NOT Adicted
1602,Maria Garcia,Male,49,Yes,No,No,Yes,Yes,Yes,No,Often,Yes,Yes,No,No,No,Yes,Yes,5,No,Yes,Adicted
1603,Alex Johnson,Male,43,No,Yes,Yes,No,Yes,No,No,Often,Yes,No,Yes,No,No,Yes,No,0,Yes,Yes, NOT Adicted
1604,Maria Garcia,Male,45,Yes,Yes,Yes,Yes,Yes,No,Yes,Never,Yes,No,No,No,Yes,Yes,No,5,Yes,Yes,Adicted
1605,John Doe,Female,30,Yes,No,Yes,No,Yes,Yes,Yes,Rarely,No,No,No,Yes,Yes,No,No,4,No,No,Adicted
1606,Alex Johnson,Female,36,Yes,No,No,Yes,No,Yes,Yes,Rarely,No,No,No,Yes,No,Yes,No,2,Yes,No, NOT Adicted
1607,Alex Johnson,Male,26,No,Yes,No,Yes,Yes,Yes,No,Rarely,No,No,Yes,Yes,Yes,Yes,No,5,Yes,No,Adicted
1608,Alex Johnson,Male,23,No,No,Yes,No,Yes,No,Yes,Sometimes,No,No,No,Yes,Yes,No,Yes,5,No,Yes, NOT Adicted
1609,Jane Smith,Female,52,No,No,Yes,Yes,Yes,No,No,Sometimes,No,Yes,Yes,Yes,Yes,No,Yes,1,No,Yes,Maybe addicted
1610,Maria Garcia,Male,55,No,No,Yes,Yes,No,No,Yes,Sometimes,No,Yes,No,Yes,No,Yes,Yes,5,No,Yes, NOT Adicted
1611,Alex Johnson,Female,29,No,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,No,No,No,No,Yes,No,Yes,1,No,No, NOT Adicted
1612,Maria Garcia,Male,58,No,Yes,Yes,No,No,Yes,No,Often,No,Yes,Yes,No,Yes,No,No,5,No,No,Adicted
1613,Alex Johnson,Male,26,Yes,No,Yes,No,No,Yes,Yes,Rarely,No,No,No,No,No,No,No,3,Yes,Yes, NOT Adicted
1614,John Doe,Male,57,Yes,Yes,No,Yes,No,Yes,Yes,Never,No,No,Yes,No,Yes,No,No,0,No,No, NOT Adicted
1615,John Doe,Female,59,Yes,No,No,Yes,No,No,No,Rarely,Yes,No,No,Yes,Yes,No,Yes,5,Yes,No, NOT Adicted
1616,Emily Martinez,Male,39,No,No,Yes,No,No,Yes,No,Rarely,No,No,Yes,Yes,No,No,Yes,1,No,No,Adicted
1617,Jane Smith,Male,47,Yes,Yes,No,Yes,Yes,Yes,Yes,Never,Yes,Yes,No,No,Yes,No,No,0,Yes,No,Adicted
1618,Jane Smith,Female,39,Yes,Yes,No,No,No,Yes,No,Sometimes,Yes,Yes,No,Yes,Yes,No,Yes,0,Yes,No, NOT Adicted
1619,John Doe,Male,18,Yes,Yes,Yes,No,No,Yes,No,Rarely,No,No,Yes,Yes,No,Yes,No,1,Yes,No,Adicted
1620,John Doe,Female,28,No,Yes,Yes,Yes,Yes,No,Yes,Rarely,No,Yes,Yes,No,No,Yes,No,3,Yes,No,Adicted
1621,Alex Johnson,Male,23,Yes,Yes,Yes,No,No,No,Yes,Sometimes,No,No,No,No,Yes,No,No,1,No,No,Adicted
1622,Alex Johnson,Male,51,No,No,Yes,Yes,No,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,Yes,5,No,Yes,Adicted
1623,John Doe,Male,20,No,No,No,No,Yes,No,Yes,Never,No,Yes,Yes,No,Yes,No,No,0,Yes,Yes, NOT Adicted
1624,Alex Johnson,Male,60,Yes,Yes,Yes,No,No,No,Yes,Rarely,No,Yes,Yes,No,No,No,Yes,0,No,No,Maybe addicted
1625,Jane Smith,Male,24,No,Yes,No,Yes,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,Yes,No,Yes,4,Yes,Yes, NOT Adicted
1626,Emily Martinez,Male,31,No,No,Yes,No,No,Yes,Yes,Often,No,Yes,No,No,No,Yes,Yes,3,Yes,No, NOT Adicted
1627,Maria Garcia,Male,36,Yes,Yes,No,No,No,No,Yes,Never,No,No,No,No,Yes,No,No,5,Yes,No, NOT Adicted
1628,Maria Garcia,Female,39,Yes,No,Yes,No,Yes,No,Yes,Never,Yes,No,Yes,No,Yes,No,No,3,Yes,No, NOT Adicted
1629,John Doe,Male,58,No,Yes,Yes,Yes,No,Yes,No,Rarely,No,No,Yes,Yes,No,Yes,No,2,No,Yes, NOT Adicted
1630,James Lee,Female,19,Yes,No,Yes,No,Yes,No,Yes,Rarely,No,No,Yes,No,No,No,No,1,No,Yes,Adicted
1631,Maria Garcia,Female,41,No,Yes,No,No,Yes,No,No,Often,No,No,Yes,Yes,Yes,No,Yes,5,Yes,Yes,Maybe addicted
1632,Jane Smith,Female,47,No,No,Yes,No,No,Yes,Yes,Often,No,No,Yes,No,No,No,No,4,No,No, NOT Adicted
1633,John Doe,Male,58,Yes,Yes,Yes,No,No,Yes,No,Never,Yes,Yes,Yes,No,Yes,No,No,3,Yes,Yes,Adicted
1634,Alex Johnson,Male,34,No,No,No,No,No,No,No,Often,Yes,No,Yes,No,Yes,No,No,5,No,Yes,Adicted
1635,Jane Smith,Female,32,Yes,No,Yes,No,No,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,Yes,Yes,0,No,No, NOT Adicted
1636,James Lee,Male,20,Yes,Yes,No,No,No,No,No,Never,Yes,Yes,Yes,No,Yes,No,Yes,1,No,Yes,Maybe addicted
1637,Jane Smith,Female,40,No,No,Yes,Yes,No,Yes,No,Never,Yes,No,Yes,No,Yes,No,Yes,0,Yes,No, NOT Adicted
1638,Emily Martinez,Female,57,No,Yes,No,No,No,No,No,Rarely,No,No,No,Yes,No,No,No,5,No,Yes,Maybe addicted
1639,Jane Smith,Female,48,Yes,Yes,No,No,No,No,No,Sometimes,Yes,No,Yes,Yes,No,Yes,No,0,Yes,No,Adicted
1640,James Lee,Male,35,No,No,Yes,Yes,No,No,Yes,Often,No,No,Yes,No,No,Yes,Yes,3,No,Yes, NOT Adicted
1641,James Lee,Female,51,No,No,No,Yes,Yes,No,Yes,Often,No,No,No,Yes,Yes,No,Yes,5,No,Yes, NOT Adicted
1642,Maria Garcia,Female,50,No,No,No,No,Yes,No,No,Sometimes,No,No,No,Yes,Yes,Yes,Yes,5,No,No, NOT Adicted
1643,John Doe,Male,41,No,Yes,No,No,No,Yes,No,Rarely,No,Yes,Yes,Yes,Yes,No,No,3,No,Yes, NOT Adicted
1644,James Lee,Female,42,No,No,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes,No,Yes,No,3,No,No,Maybe addicted
1645,Maria Garcia,Male,52,Yes,Yes,No,No,Yes,No,Yes,Rarely,Yes,No,No,No,No,Yes,Yes,0,Yes,Yes, NOT Adicted
1646,Alex Johnson,Female,42,No,No,Yes,Yes,No,Yes,No,Rarely,No,Yes,Yes,No,No,No,No,1,Yes,Yes,Maybe addicted
1647,Alex Johnson,Female,63,Yes,Yes,No,No,No,No,Yes,Never,Yes,No,No,No,No,Yes,Yes,2,No,Yes,Maybe addicted
1648,Maria Garcia,Male,40,No,No,No,No,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,Yes,Yes,Yes,5,No,Yes,Maybe addicted
1649,Emily Martinez,Male,43,Yes,Yes,Yes,No,No,No,Yes,Often,No,No,No,Yes,No,Yes,No,3,Yes,Yes,Adicted
1650,Alex Johnson,Male,51,Yes,No,No,No,Yes,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Yes,No,0,No,No, NOT Adicted
1651,Jane Smith,Male,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Often,No,No,Yes,No,No,No,Yes,1,No,Yes,Adicted
1652,Maria Garcia,Female,60,No,No,No,Yes,No,No,Yes,Sometimes,No,No,No,No,Yes,Yes,Yes,1,Yes,Yes,Adicted
1653,Emily Martinez,Female,55,Yes,No,Yes,Yes,No,No,No,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,No,Yes,Maybe addicted
1654,John Doe,Female,48,Yes,No,Yes,Yes,Yes,No,No,Often,No,No,Yes,Yes,No,Yes,No,4,Yes,No, NOT Adicted
1655,John Doe,Female,22,Yes,No,Yes,Yes,Yes,No,No,Often,Yes,No,No,No,No,Yes,Yes,0,No,Yes, NOT Adicted
1656,Jane Smith,Female,26,Yes,Yes,No,Yes,No,Yes,Yes,Rarely,No,No,No,No,No,No,Yes,2,No,No, NOT Adicted
1657,Emily Martinez,Female,50,No,No,No,No,Yes,Yes,Yes,Often,No,Yes,No,No,Yes,No,Yes,0,No,Yes, NOT Adicted
1658,Alex Johnson,Female,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Yes,No,Yes,Yes,No,No,No,1,Yes,Yes,Maybe addicted
1659,John Doe,Female,19,No,No,No,Yes,Yes,Yes,No,Sometimes,No,Yes,Yes,No,Yes,Yes,No,1,No,No, NOT Adicted
1660,Maria Garcia,Female,50,No,Yes,No,Yes,Yes,Yes,Yes,Sometimes,No,Yes,No,Yes,No,Yes,No,2,No,Yes,Adicted
1661,John Doe,Male,48,No,No,Yes,Yes,Yes,Yes,Yes,Rarely,Yes,No,Yes,No,No,No,Yes,2,No,No,Maybe addicted
1662,Emily Martinez,Male,19,No,Yes,Yes,No,No,Yes,No,Never,Yes,Yes,Yes,Yes,No,No,Yes,1,Yes,Yes, NOT Adicted
1663,Jane Smith,Male,52,No,Yes,Yes,Yes,No,No,No,Never,Yes,No,No,No,No,Yes,No,0,Yes,Yes,Maybe addicted
1664,James Lee,Female,62,No,No,Yes,Yes,Yes,No,No,Never,No,Yes,Yes,Yes,No,No,No,5,Yes,No,Adicted
1665,James Lee,Female,22,Yes,No,No,Yes,Yes,Yes,No,Never,Yes,Yes,No,Yes,Yes,No,No,1,No,Yes,Adicted
1666,John Doe,Male,32,Yes,Yes,No,Yes,No,Yes,No,Often,Yes,No,Yes,Yes,No,No,No,1,No,No,Adicted
1667,John Doe,Male,36,Yes,Yes,Yes,Yes,No,Yes,No,Rarely,No,Yes,Yes,Yes,Yes,No,No,2,No,Yes,Adicted
1668,John Doe,Female,35,No,No,Yes,Yes,No,Yes,Yes,Never,No,No,No,Yes,Yes,Yes,No,2,No,Yes,Maybe addicted
1669,John Doe,Female,18,No,Yes,Yes,No,Yes,Yes,Yes,Rarely,Yes,No,Yes,No,No,No,No,3,Yes,Yes,Adicted
1670,Emily Martinez,Female,35,No,Yes,No,No,No,No,No,Sometimes,No,No,No,No,Yes,Yes,Yes,3,No,No, NOT Adicted
1671,Jane Smith,Male,55,Yes,Yes,No,Yes,Yes,Yes,No,Rarely,Yes,No,Yes,No,Yes,Yes,Yes,1,Yes,Yes,Maybe addicted
1672,Jane Smith,Female,39,Yes,Yes,Yes,No,No,Yes,Yes,Sometimes,Yes,No,No,No,Yes,Yes,Yes,5,Yes,No, NOT Adicted
1673,John Doe,Male,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,Yes,No,No,2,No,No,Maybe addicted
1674,Jane Smith,Male,21,Yes,Yes,No,Yes,No,No,No,Often,Yes,Yes,No,Yes,No,No,Yes,0,No,Yes,Maybe addicted
1675,Jane Smith,Female,29,Yes,Yes,Yes,No,Yes,Yes,Yes,Often,No,No,Yes,No,Yes,No,No,5,No,Yes,Maybe addicted
1676,Jane Smith,Male,52,No,Yes,No,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,No,5,No,Yes,Maybe addicted
1677,John Doe,Male,37,No,Yes,Yes,No,Yes,Yes,No,Never,No,Yes,No,No,Yes,No,Yes,3,No,No, NOT Adicted
1678,Emily Martinez,Male,31,Yes,Yes,Yes,No,No,No,No,Sometimes,No,No,No,No,Yes,No,Yes,0,Yes,No, NOT Adicted
1679,Alex Johnson,Male,46,No,No,Yes,No,No,Yes,No,Never,Yes,Yes,No,No,No,Yes,Yes,0,Yes,No, NOT Adicted
1680,James Lee,Male,50,No,Yes,No,No,No,Yes,No,Never,No,Yes,Yes,No,Yes,No,Yes,2,No,No, NOT Adicted
1681,Maria Garcia,Female,48,No,No,Yes,No,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,0,No,Yes,Maybe addicted
1682,Jane Smith,Female,64,No,No,No,No,Yes,No,Yes,Rarely,Yes,No,No,Yes,No,No,Yes,1,No,Yes, NOT Adicted
1683,John Doe,Male,18,No,Yes,No,No,Yes,No,Yes,Rarely,Yes,No,No,Yes,No,Yes,Yes,5,No,No, NOT Adicted
1684,Emily Martinez,Female,34,No,No,No,Yes,Yes,Yes,No,Never,Yes,No,No,No,Yes,Yes,Yes,4,Yes,No, NOT Adicted
1685,Jane Smith,Male,54,Yes,Yes,Yes,Yes,Yes,Yes,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,5,Yes,Yes,Adicted
1686,James Lee,Female,27,Yes,No,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,No,No,Yes,No,Yes,3,No,No,Adicted
1687,Alex Johnson,Male,21,No,Yes,Yes,No,Yes,Yes,No,Often,No,No,No,No,Yes,No,Yes,3,No,No, NOT Adicted
1688,Emily Martinez,Male,62,No,Yes,No,No,No,No,No,Rarely,Yes,No,No,Yes,No,Yes,Yes,5,Yes,No,Adicted
1689,Jane Smith,Male,37,Yes,No,No,Yes,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Yes, NOT Adicted
1690,Emily Martinez,Female,19,No,No,Yes,No,No,No,No,Rarely,Yes,Yes,No,No,Yes,No,Yes,1,Yes,Yes,Adicted
1691,Jane Smith,Male,54,No,No,Yes,Yes,Yes,Yes,No,Never,No,No,Yes,Yes,Yes,Yes,No,4,Yes,Yes, NOT Adicted
1692,Emily Martinez,Female,34,Yes,No,Yes,Yes,Yes,Yes,Yes,Rarely,No,Yes,Yes,Yes,No,Yes,No,0,Yes,No,Adicted
1693,Alex Johnson,Female,55,Yes,Yes,No,Yes,No,No,No,Never,No,Yes,Yes,No,No,No,No,5,No,Yes,Maybe addicted
1694,Emily Martinez,Male,54,No,Yes,No,Yes,Yes,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,No,Yes,0,No,Yes,Adicted
1695,Emily Martinez,Female,42,No,No,Yes,No,Yes,Yes,No,Often,Yes,No,Yes,No,No,No,No,0,Yes,No,Maybe addicted
1696,Emily Martinez,Female,33,No,Yes,No,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,No,3,No,Yes,Maybe addicted
1697,James Lee,Male,56,Yes,Yes,No,Yes,Yes,Yes,Yes,Often,Yes,No,Yes,No,No,Yes,No,5,Yes,Yes, NOT Adicted
1698,John Doe,Male,32,No,No,Yes,Yes,Yes,No,No,Rarely,No,Yes,No,No,No,No,Yes,0,No,Yes,Adicted
1699,Emily Martinez,Male,48,No,No,No,Yes,No,Yes,No,Rarely,Yes,No,Yes,Yes,No,Yes,Yes,5,No,Yes, NOT Adicted
1700,John Doe,Male,22,Yes,No,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,No,No,Adicted
1701,James Lee,Female,32,No,Yes,No,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,Yes,No,Yes,No,2,No,Yes, NOT Adicted
1702,Maria Garcia,Male,35,No,No,Yes,No,No,No,No,Never,No,Yes,No,Yes,No,Yes,No,0,Yes,No,Maybe addicted
1703,Jane Smith,Male,39,Yes,Yes,No,No,Yes,Yes,No,Often,No,No,No,No,No,No,No,4,No,No, NOT Adicted
1704,Maria Garcia,Female,23,No,Yes,No,No,Yes,Yes,No,Sometimes,No,No,Yes,Yes,No,No,Yes,0,Yes,Yes,Adicted
1705,Jane Smith,Male,60,Yes,Yes,No,Yes,No,No,Yes,Never,Yes,Yes,Yes,Yes,No,Yes,Yes,1,Yes,Yes, NOT Adicted
1706,Jane Smith,Male,36,No,Yes,Yes,No,Yes,Yes,Yes,Never,Yes,Yes,No,No,No,No,Yes,1,Yes,No,Adicted
1707,Maria Garcia,Male,31,Yes,Yes,Yes,No,No,Yes,No,Often,Yes,No,No,Yes,Yes,No,No,3,No,Yes,Maybe addicted
1708,James Lee,Male,56,Yes,No,Yes,No,No,No,Yes,Never,No,Yes,No,No,Yes,Yes,No,2,No,Yes,Adicted
1709,Maria Garcia,Female,42,No,Yes,No,Yes,No,No,No,Never,No,Yes,Yes,No,Yes,Yes,Yes,2,No,Yes,Maybe addicted
1710,Emily Martinez,Female,28,Yes,Yes,Yes,No,No,Yes,Yes,Often,No,No,No,No,No,No,Yes,1,Yes,Yes, NOT Adicted
1711,John Doe,Female,52,No,Yes,Yes,No,Yes,Yes,No,Rarely,Yes,Yes,No,Yes,No,Yes,No,3,Yes,Yes, NOT Adicted
1712,James Lee,Male,31,Yes,Yes,No,Yes,Yes,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,3,No,Yes, NOT Adicted
1713,John Doe,Female,58,No,No,Yes,No,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Yes,Yes,Maybe addicted
1714,Jane Smith,Male,40,Yes,No,No,No,Yes,Yes,Yes,Never,Yes,Yes,No,Yes,No,Yes,No,0,No,No, NOT Adicted
1715,Jane Smith,Female,26,Yes,Yes,No,Yes,Yes,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Yes,Yes,2,Yes,Yes, NOT Adicted
1716,Jane Smith,Male,19,Yes,No,No,Yes,No,Yes,Yes,Rarely,Yes,No,No,Yes,Yes,No,Yes,3,No,No, NOT Adicted
1717,James Lee,Male,58,No,No,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Yes,1,Yes,No, NOT Adicted
1718,Alex Johnson,Male,45,No,No,Yes,No,No,No,Yes,Rarely,No,No,No,Yes,Yes,Yes,No,1,No,Yes,Maybe addicted
1719,Alex Johnson,Female,23,No,No,Yes,Yes,Yes,Yes,No,Often,No,Yes,No,No,No,No,No,0,Yes,Yes,Adicted
1720,Emily Martinez,Female,24,No,Yes,Yes,No,Yes,No,No,Rarely,No,Yes,No,Yes,Yes,Yes,No,2,Yes,Yes,Maybe addicted
1721,James Lee,Female,35,No,Yes,Yes,Yes,Yes,No,No,Sometimes,No,No,Yes,Yes,Yes,Yes,No,1,Yes,No,Adicted
1722,Emily Martinez,Female,49,No,Yes,Yes,Yes,Yes,Yes,Yes,Often,Yes,Yes,No,No,No,Yes,No,5,No,Yes,Maybe addicted
1723,James Lee,Female,55,No,No,No,No,Yes,No,No,Rarely,No,Yes,Yes,Yes,No,No,Yes,3,Yes,Yes, NOT Adicted
1724,John Doe,Female,57,Yes,Yes,No,No,Yes,Yes,Yes,Sometimes,No,Yes,No,No,Yes,No,Yes,3,No,No, NOT Adicted
